year,importer1,importer2,flow1,flow2
2016,"Dash S.","Trivedi G.",8.19,4.36
2016,"Agarwal U.","Bhattacharjee R.",8.19,4.36
2016,"Agarwal U.","Trivedi G.",8.19,4.36
2016,"Bhattacharjee R.","Trivedi G.",8.19,4.36
2015,"Shailendra S.","Bhattacharjee R.",8.19,4.36
2015,"Shailendra S.","Bose S.",8.19,4.36
2015,"Bhattacharjee R.","Bose S.",8.19,4.36
2015,"Darshi S.","Bhattacharjee R.",8.19,4.36
2015,"Darshi S.","Bhattacharjee R.",8.19,4.36
2015,"Jana R.","Bhattacharjee R.",8.19,4.36
2015,"Jana R.","Bhattacharjee R.",8.19,4.36
2015,"Jana R.","Bhattacharjee R.",8.19,4.36
2015,"Deb D.","Bhattacharjee R.",8.19,4.36
2015,"Deb D.","Vengadarajan A.",8.19,4.36
2015,"Bhattacharjee R.","Vengadarajan A.",8.19,4.36
2015,"Deb D.","Bhattacharjee R.",8.19,4.36
2015,"Deb D.","Vengadarajan A.",8.19,4.36
2015,"Bhattacharjee R.","Vengadarajan A.",8.19,4.36
2015,"Joshi D.","Dash S.",8.19,4.36
2015,"Joshi D.","Bhattacharjee R.",8.19,4.36
2015,"Joshi D.","Trivedi G.",8.19,4.36
2015,"Dash S.","Bhattacharjee R.",8.19,4.36
2015,"Dash S.","Trivedi G.",8.19,4.36
2015,"Bhattacharjee R.","Trivedi G.",8.19,4.36
2014,"Anoop P.","Bhattacharjee R.",8.19,4.36
2014,"Darshi S.","Bhattacharjee R.",8.19,4.36
2014,"Jana R.","Bhattacharjee R.",8.19,4.36
2014,"Anoop P.","Bhattacharjee R.",8.19,4.36
2013,"Jana R.","Bhattacharjee R.",8.19,4.36
2013,"Shailendra S.","Bhattacharjee R.",8.19,4.36
2013,"Shailendra S.","Bose S.",8.19,4.36
2013,"Bhattacharjee R.","Bose S.",8.19,4.36
2013,"Hazra S.","Bhattacharjee R.",8.19,4.36
2013,"Darshi S.","Bhattacharjee R.",8.19,4.36
2012,"Mishra R.","Bhattacharjee R.",8.19,4.36
2012,"Mishra R.","Mitra A.",8.19,4.36
2012,"Bhattacharjee R.","Mitra A.",8.19,4.36
2012,"Mishra R.","Bhattacharjee R.",8.19,4.36
2012,"Mishra R.","Mitra A.",8.19,4.36
2012,"Bhattacharjee R.","Mitra A.",8.19,4.36
2012,"Shailendra S.","Bhattacharjee R.",8.19,4.36
2012,"Shailendra S.","Bose S.",8.19,4.36
2012,"Bhattacharjee R.","Bose S.",8.19,4.36
2012,"Patil P.","Khan M.",8.19,4.36
2012,"Patil P.","Bhattacharjee R.",8.19,4.36
2012,"Patil P.","Bose S.",8.19,4.36
2012,"Khan M.","Bhattacharjee R.",8.19,4.36
2012,"Khan M.","Bose S.",8.19,4.36
2012,"Bhattacharjee R.","Bose S.",8.19,4.36
2012,"Reddy T R.","Bhattacharjee R.",8.19,4.36
2012,"Deb D.","Bhattacharjee R.",8.19,4.36
2012,"Deb D.","Vengadarajan A.",8.19,4.36
2012,"Bhattacharjee R.","Vengadarajan A.",8.19,4.36
2012,"Harish M.","Srikanth B.",8.19,4.36
2012,"Harish M.","Bhattacharjee R.",8.19,4.36
2012,"Srikanth B.","Bhattacharjee R.",8.19,4.36
2012,"Katiyar H.","Bhattacharjee R.",8.19,4.36
2020,"Joshi M.K.","Vyas S.K.",8.19,4.36
2020,"Joshi M.K.","Tiwari T.",8.19,4.36
2020,"Joshi M.K.","Bhattacharjee R.",8.19,4.36
2020,"Vyas S.K.","Tiwari T.",8.19,4.36
2020,"Vyas S.K.","Bhattacharjee R.",8.19,4.36
2020,"Tiwari T.","Bhattacharjee R.",8.19,4.36
2020,"Joshi M.K.","Vyas S.K.",8.19,4.36
2020,"Joshi M.K.","Tiwari T.",8.19,4.36
2020,"Joshi M.K.","Bhattacharjee R.",8.19,4.36
2020,"Vyas S.K.","Tiwari T.",8.19,4.36
